pendapatan_bulanan,usia,jumlah_tanggungan,skor_kredit_lama,cicilan_lancar,status_rumah,plafon_kredit,tenor_bulan,target_default
7587826,28,4,814,1,2,186000000,24,1
30308680,33,4,388,1,2,257000000,24,1
42059069,26,2,547,1,2,28000000,12,0
10913614,27,3,697,1,1,253000000,12,0
7809073,23,2,759,0,1,292000000,12,1
30390898,52,2,835,1,1,419000000,60,0
9277609,55,3,844,0,1,333000000,36,1
25349834,26,3,708,1,2,37000000,48,0
40786306,44,2,723,0,2,385000000,48,0
38351787,33,2,513,0,1,176000000,48,0
15773924,41,0,646,0,2,12000000,48,0
47311069,46,3,849,0,0,58000000,48,0
32764622,23,1,762,0,0,197000000,36,0
20989956,34,1,368,1,2,334000000,60,1
36294467,56,0,648,1,0,419000000,12,1
16117852,34,3,343,1,2,419000000,24,1
11447149,38,0,576,1,1,122000000,60,0
22506917,23,3,783,0,0,42000000,36,0
9805751,57,1,621,1,0,100000000,36,0
19534820,58,2,812,1,0,241000000,12,1
31516890,38,2,571,1,1,380000000,36,0
40018575,26,2,562,0,1,261000000,12,1
44580260,25,4,743,1,1,306000000,36,0
47050396,45,0,803,1,2,452000000,48,0
48409460,36,2,667,1,2,315000000,12,0
12610804,29,3,324,1,2,231000000,24,1
46390879,52,3,467,1,0,125000000,24,0
16735021,47,1,348,0,0,340000000,12,1
3704582,27,2,792,1,2,307000000,60,0
7056926,43,0,547,1,0,66000000,36,0
20337859,44,2,725,0,2,262000000,12,1
6967445,50,0,608,1,0,334000000,12,1
7377577,27,4,776,1,1,66000000,60,0
45659127,27,1,843,1,1,135000000,60,0
4973915,40,1,688,1,2,452000000,12,0
5652880,42,4,603,0,1,392000000,24,1
33102447,43,3,312,0,0,274000000,24,1
47199437,56,2,419,1,1,27000000,60,0
27914208,51,1,773,0,0,312000000,48,1
40287920,29,2,600,1,0,371000000,60,0
41645181,53,3,529,1,0,451000000,36,1
8443961,23,3,565,0,2,461000000,12,1
49069235,36,4,595,1,2,427000000,60,0
30681786,25,0,685,0,1,390000000,60,1
45818287,32,0,464,1,2,385000000,24,1
43318914,57,3,376,0,1,319000000,12,1
9516682,40,1,328,1,0,402000000,48,1
7375979,59,2,352,1,0,72000000,48,0
22330404,54,1,553,0,0,411000000,36,1
17410098,31,0,603,1,2,371000000,48,0
28818833,25,1,830,0,2,382000000,24,1
48819261,22,4,392,1,1,35000000,60,0
31873017,35,3,819,1,0,160000000,36,0
10346585,46,3,492,1,1,444000000,24,1
25119695,42,1,445,0,1,223000000,36,1
40094996,36,2,470,0,1,203000000,48,1
4364981,24,4,373,1,1,494000000,24,1
5141549,50,1,675,0,0,90000000,60,1
28112550,25,1,307,1,0,127000000,36,0
30991969,37,4,361,0,1,422000000,48,1
41667694,33,4,715,1,1,228000000,12,0
47970156,39,4,621,0,2,169000000,24,0
15453580,39,1,579,0,1,406000000,48,1
28707713,41,2,668,1,0,329000000,60,0
27247687,32,1,416,1,2,305000000,60,0
7512761,23,1,817,1,1,58000000,36,0
39804565,34,1,343,0,1,145000000,36,1
48416428,39,4,806,0,0,219000000,24,1
29847645,47,3,696,0,0,174000000,48,0
42621634,46,1,523,0,2,48000000,24,0
3107042,34,2,696,1,1,227000000,24,0
34595971,56,2,794,1,0,32000000,48,0
26056282,34,3,537,1,0,73000000,24,0
33258064,58,1,477,1,0,472000000,48,1
20667864,31,3,825,0,1,387000000,60,1
31632772,44,0,837,0,2,400000000,48,1
48438692,26,2,829,1,2,83000000,12,0
14088638,28,3,503,1,0,356000000,24,1
45603006,33,0,498,1,1,462000000,24,1
15209707,23,3,503,0,1,305000000,12,1
17558408,29,3,418,1,1,457000000,36,1
49778501,40,2,797,1,1,222000000,60,0
12212230,51,1,595,0,0,156000000,36,1
12279915,29,1,408,0,1,84000000,12,1
37501658,28,0,572,0,0,368000000,24,1
18985928,50,3,465,1,0,337000000,36,1
18603533,29,3,761,1,0,175000000,36,0
3908521,33,3,797,1,1,142000000,36,1
15046500,43,3,389,1,2,53000000,60,0
31527485,36,2,415,1,1,162000000,12,1
24540591,22,3,816,1,0,219000000,60,0
48434358,42,2,378,1,1,371000000,48,0
14623796,37,0,370,1,1,244000000,48,1
18692846,35,4,429,1,0,131000000,60,0
28660320,26,3,773,1,0,85000000,60,0
22533132,33,2,829,1,1,369000000,24,0
11222496,44,1,457,1,1,274000000,60,1
9513231,33,1,330,1,2,230000000,60,1
29443703,38,2,583,1,0,403000000,60,0
15015131,33,4,463,1,1,107000000,48,0
6671013,23,1,609,1,1,135000000,12,0
21173383,39,0,377,0,0,131000000,24,1
48230036,53,4,740,1,2,344000000,48,0
33512680,51,3,460,0,1,18000000,48,1
27387289,50,0,379,1,0,228000000,12,1
9930207,44,3,568,0,2,230000000,60,1
34866913,48,1,685,1,1,209000000,36,0
8616467,48,3,501,1,0,184000000,48,1
26265617,47,1,365,0,0,393000000,24,1
32455277,25,1,374,1,2,357000000,12,1
8780833,55,1,770,0,2,271000000,12,1
8366434,52,0,718,1,1,477000000,60,0
32629200,37,0,784,0,2,361000000,24,1
7927386,39,0,382,1,0,52000000,48,0
26702829,54,2,694,1,1,238000000,60,0
47491145,46,2,307,1,2,482000000,36,0
28682280,33,3,518,0,0,24000000,12,1
32615873,53,1,519,0,0,183000000,48,1
28688071,58,4,380,0,2,217000000,24,1
5318890,28,4,718,0,2,478000000,12,1
33415315,25,4,575,1,1,395000000,60,0
40367093,54,2,688,0,2,362000000,24,1
35250574,33,3,568,1,2,86000000,36,0
23069241,26,3,738,1,1,293000000,36,0
14055361,36,0,323,1,1,181000000,12,1
34334258,37,3,587,1,0,449000000,48,1
11874768,56,0,415,1,0,146000000,12,1
19551253,43,0,521,1,2,5000000,24,0
40729297,26,2,576,1,2,254000000,36,0
40048844,22,0,327,1,1,466000000,12,1
38227107,24,0,383,1,2,234000000,24,0
40720199,25,3,838,1,0,63000000,60,0
29824755,44,3,768,0,1,463000000,36,1
27874744,55,3,765,1,1,178000000,12,0
6487104,22,0,749,0,0,61000000,60,0
7274098,35,1,677,1,1,445000000,24,0
10519270,30,3,434,1,2,101000000,36,0
7213720,33,1,667,1,1,63000000,48,0
34807018,41,2,834,0,2,425000000,36,1
34614514,25,3,468,1,2,448000000,60,1
34066006,58,1,521,1,2,328000000,60,0
48656224,49,1,834,0,0,391000000,60,0
15160853,49,1,532,1,1,300000000,12,0
36476308,57,2,474,1,1,407000000,60,0
17160636,38,0,580,0,1,387000000,48,1
34920786,26,0,458,0,1,165000000,36,1
21367359,22,1,544,1,1,263000000,12,0
44921847,50,2,655,1,0,384000000,12,1
47292243,55,3,404,0,1,276000000,48,1
48148100,25,0,327,1,0,349000000,60,0
39708699,35,0,325,1,0,469000000,60,1
13276595,50,2,714,0,0,335000000,48,1
39119092,55,3,700,1,1,9000000,36,0
15669890,50,1,616,1,1,204000000,48,0
23163084,46,3,308,1,0,66000000,36,0
36580999,53,4,348,0,0,161000000,24,1
36577305,21,0,762,1,1,378000000,48,0
49721431,50,1,410,0,0,5000000,48,1
9633381,50,0,463,1,1,490000000,24,1
36100062,22,3,492,1,2,70000000,12,0
45299010,25,1,721,1,1,432000000,36,0
38779047,53,0,377,1,0,418000000,48,1
27267867,53,0,570,0,2,39000000,24,1
9514329,32,1,821,0,0,419000000,60,1
26431805,41,4,512,1,2,53000000,12,0
10679124,28,3,525,1,0,112000000,12,1
14178487,54,2,650,1,1,185000000,24,0
27133288,59,3,760,0,0,317000000,48,1
12135011,47,2,658,1,1,337000000,60,0
13140380,59,1,816,0,2,361000000,12,1
27075932,54,2,722,1,2,317000000,24,0
42659615,26,1,611,0,2,28000000,36,1
35373165,35,0,445,1,2,369000000,12,1
39453961,54,4,712,1,0,108000000,60,0
23903780,29,2,738,1,0,448000000,36,1
44230897,39,2,609,1,0,334000000,48,0
26366063,39,0,734,0,2,358000000,12,1
45776761,28,1,503,1,1,74000000,24,0
7709075,36,4,302,1,2,45000000,24,1
8010919,43,2,745,0,2,288000000,12,1
7004168,44,4,362,0,2,253000000,24,1
24437512,35,0,308,1,0,352000000,48,1
33185093,47,3,502,0,1,66000000,36,1
39536331,47,4,329,0,0,322000000,24,1
16343855,58,3,320,1,2,368000000,12,1
33141755,58,3,502,0,0,79000000,12,1
16832962,41,0,638,0,2,192000000,48,1
12846358,47,2,722,0,2,455000000,24,1
35138462,52,1,447,0,2,395000000,60,1
42478259,29,4,843,1,1,369000000,24,0
28425207,48,3,347,0,2,154000000,48,1
18165384,22,0,351,1,1,159000000,12,1
29628962,59,3,478,1,1,22000000,12,0
31336853,48,3,557,0,0,372000000,24,1
34851200,33,1,331,0,0,382000000,60,1
30511826,47,0,336,1,0,237000000,48,0
43911679,38,0,718,1,2,476000000,48,0
30895568,42,3,611,1,2,412000000,60,0
19402675,48,0,404,1,2,8000000,48,0
43242496,49,0,740,1,1,323000000,12,0
27403800,25,2,466,1,2,89000000,48,0
41411963,35,1,323,1,1,359000000,24,1
33271732,34,1,838,0,1,304000000,12,1
40164998,29,2,380,0,2,98000000,48,1
23563027,59,0,358,1,1,218000000,12,1
14987005,28,0,728,1,1,170000000,24,0
28292122,34,4,711,0,1,101000000,24,0
13761021,25,2,665,1,0,408000000,24,1
28609050,58,1,477,1,1,447000000,12,1
30472846,52,1,492,0,1,81000000,36,1
42903676,48,2,492,0,2,495000000,60,1
23149654,45,0,828,0,1,483000000,48,1
12117535,28,4,403,1,2,218000000,12,1
22622869,30,1,543,1,0,15000000,24,0
5250477,39,4,572,0,0,146000000,12,1
37877356,39,3,380,1,0,319000000,24,1
18943416,25,4,503,1,1,189000000,60,0
24515563,51,1,363,1,0,356000000,36,1
32715241,29,3,358,1,1,44000000,12,0
32350724,31,0,405,1,1,15000000,48,0
16749872,42,1,369,1,2,294000000,24,1
44852146,36,2,493,1,2,37000000,12,0
24837589,57,2,782,0,0,334000000,48,1
44748995,38,2,831,0,1,31000000,12,0
15337210,58,4,426,0,2,377000000,60,1
22094790,34,4,826,1,1,119000000,12,0
33375152,25,3,434,1,1,452000000,24,1
6686788,31,4,412,1,2,248000000,24,1
31528843,45,0,775,1,1,171000000,24,0
43705101,36,1,357,1,2,371000000,48,0
25383172,41,2,382,1,2,435000000,48,1
14399772,55,3,593,1,2,303000000,36,0
17133059,53,1,440,0,0,220000000,24,1
9070517,44,3,332,1,1,395000000,24,1
17970770,44,0,479,1,1,219000000,60,0
32895510,57,4,738,0,1,249000000,12,1
48489266,38,1,498,0,1,392000000,24,1
46266078,33,3,476,0,2,199000000,12,1
28687139,40,2,819,1,0,292000000,24,1
48544667,56,4,608,1,2,395000000,24,1
38577538,31,1,806,1,2,463000000,36,0
48337533,48,0,511,0,2,309000000,48,1
30504324,30,1,527,1,0,106000000,60,0
46618942,31,1,839,0,2,66000000,36,0
6463587,52,1,607,1,1,302000000,48,1
18881023,32,4,549,0,2,189000000,24,1
30995204,26,4,307,1,0,373000000,36,1
33825554,59,2,510,1,0,396000000,36,1
26509662,31,1,386,1,2,464000000,36,1
19629084,42,1,786,1,2,98000000,48,0
9034943,30,4,450,1,2,180000000,48,1
16262786,41,4,429,1,2,409000000,12,1
24110443,21,2,311,1,1,471000000,48,1
44621466,58,2,469,1,2,380000000,12,1
45533928,57,0,634,0,0,104000000,60,1
30776772,38,1,681,1,2,15000000,60,0
24383518,27,0,647,1,1,213000000,60,0
14424241,45,4,448,1,1,143000000,12,1
25964675,39,1,517,1,2,138000000,24,0
38293960,27,4,718,1,1,32000000,12,0
13624757,56,4,787,1,2,328000000,12,0
3401099,34,2,606,1,1,332000000,60,1
24295678,24,3,707,1,0,410000000,36,0
37718274,31,2,711,0,0,88000000,36,0
9658187,33,3,699,1,0,498000000,48,1
41205131,41,3,734,0,1,76000000,12,0
47849849,34,0,641,1,2,322000000,24,0
5998277,40,4,557,0,1,276000000,24,1
22217558,48,0,329,1,0,201000000,12,1
15928171,42,0,448,0,2,256000000,24,1
31385732,31,4,600,1,2,326000000,48,0
7169895,58,0,350,1,1,405000000,12,1
29343926,32,1,793,1,0,435000000,36,1
9460284,29,2,714,1,0,301000000,24,1
27982919,39,1,385,1,1,467000000,48,1
4613955,57,0,497,1,0,336000000,60,1
18635118,38,3,711,1,1,53000000,24,0
42612446,26,2,739,0,2,161000000,60,0
33852433,54,4,664,0,0,230000000,60,0
45738045,51,2,488,1,1,177000000,48,0
10347965,28,2,476,1,0,16000000,60,0
46877102,57,2,513,1,2,87000000,36,0
46734664,48,2,552,1,0,439000000,36,0
39353477,58,0,532,1,2,342000000,60,0
10883679,28,4,329,0,0,201000000,48,1
6832733,35,3,610,0,0,346000000,60,1
10045158,33,1,443,1,2,64000000,36,0
4730934,55,3,818,1,1,101000000,36,1
11485983,58,4,659,0,1,315000000,48,1
15248270,42,2,512,1,0,459000000,24,1
44764606,29,0,364,1,1,317000000,48,0
31683761,34,3,490,1,2,469000000,60,1
11294682,38,2,412,1,2,461000000,36,1
42336769,51,4,660,1,1,50000000,36,0
40792845,34,2,411,1,0,390000000,12,1
45919769,28,1,317,1,2,184000000,24,0
46032907,42,3,374,1,0,311000000,48,0
26348532,57,0,725,0,2,424000000,36,1
39028859,43,2,402,1,1,164000000,24,0
39317166,42,2,337,1,0,432000000,12,1
35117541,30,1,453,0,0,287000000,36,1
41872691,38,3,572,1,1,278000000,24,0
6538236,56,0,783,1,2,141000000,24,0
29714604,42,3,514,1,2,87000000,48,0
37931239,59,1,468,1,2,392000000,24,1
15804349,29,0,309,0,1,317000000,12,1
44838700,44,2,562,1,2,38000000,48,0
7126030,41,1,607,1,0,499000000,12,1
36327427,49,4,596,1,1,382000000,12,1
21710846,54,3,336,0,1,198000000,60,1
30559490,37,2,664,1,2,83000000,60,0
10172937,52,0,543,1,1,412000000,24,1
11482784,59,3,388,1,1,247000000,12,1
21925065,36,2,415,0,0,317000000,48,1
49334323,37,3,312,1,2,188000000,48,0
39511860,31,3,525,1,1,321000000,60,0
20888761,49,0,477,1,2,202000000,12,1
30767676,53,1,577,1,0,45000000,48,0
23103470,42,1,473,1,1,389000000,36,1
49363306,22,1,465,1,0,499000000,48,1
33359110,56,4,720,1,2,81000000,24,0
39627153,35,0,831,0,0,9000000,60,0
36022709,24,3,722,1,2,360000000,12,0
48349049,32,0,733,1,0,305000000,48,0
3225648,59,0,543,1,2,110000000,60,1
42284340,40,4,404,0,1,368000000,48,1
19876290,21,3,738,0,0,255000000,24,1
26449808,39,3,712,1,1,267000000,36,0
6143197,46,4,462,1,2,173000000,60,1
32370007,49,4,664,1,2,195000000,60,0
3483843,31,1,540,1,1,139000000,60,0
38855207,29,2,678,1,0,74000000,36,0
4086706,42,2,448,1,1,355000000,12,1
22465431,59,1,714,0,0,108000000,12,1
16088862,59,4,765,1,1,140000000,24,0
22174647,31,0,680,1,0,82000000,60,0
10753759,28,2,373,0,2,118000000,48,1
24201009,30,2,537,1,1,57000000,48,0
35174364,51,0,565,1,0,214000000,48,0
8067579,46,2,719,1,2,335000000,60,0
42286988,47,0,484,1,1,181000000,36,0
15247905,45,4,717,0,0,95000000,60,1
49128920,58,1,471,1,2,313000000,48,0
8769764,36,4,631,1,0,197000000,60,1
25762643,43,2,582,0,2,475000000,24,1
36330574,50,1,807,1,2,30000000,24,0
4152738,37,3,461,1,0,85000000,12,1
44485761,54,4,805,1,2,262000000,24,0
25271156,47,2,561,0,2,365000000,60,1
38962130,24,4,765,1,0,387000000,60,0
45233754,39,0,556,0,0,29000000,24,1
24115295,24,3,687,1,0,109000000,12,0
22424565,26,1,692,1,2,485000000,36,0
45270566,45,2,444,1,2,48000000,48,0
38861828,36,1,793,0,2,485000000,24,1
19519028,46,3,322,0,0,435000000,48,1
41941291,57,3,475,1,0,297000000,12,1
35736269,39,2,494,1,2,296000000,24,1
22118275,37,0,649,0,1,94000000,48,1
34004434,47,4,783,1,1,393000000,48,0
29457351,22,4,723,1,2,33000000,48,0
38694899,58,2,847,1,2,296000000,60,0
36761255,27,1,841,1,1,196000000,24,0
30121305,27,4,345,0,0,424000000,24,1
22609934,35,0,595,1,2,280000000,12,1
31723678,52,4,677,1,1,143000000,48,0
34726909,45,4,556,0,1,453000000,60,1
21470711,44,2,559,1,0,21000000,60,0
13903699,36,2,578,1,0,54000000,12,0
47633011,24,4,806,1,0,364000000,48,0
19706665,54,2,762,1,0,201000000,12,0
34792780,23,3,815,1,2,292000000,36,0
42932684,59,2,734,1,1,445000000,60,0
39568877,32,4,374,0,1,176000000,24,1
7841700,32,1,553,1,2,297000000,12,0
40152989,50,4,810,0,2,395000000,24,1
16161168,52,4,774,0,1,181000000,60,1
44406233,42,3,587,0,0,475000000,48,1
9503784,33,3,769,1,0,89000000,36,1
7999682,24,4,607,1,2,171000000,48,1
17634916,47,0,367,1,0,340000000,48,1
29979567,44,0,629,0,1,308000000,12,1
11085898,37,3,497,0,0,251000000,12,1
49110582,28,3,545,1,2,115000000,36,0
42069702,24,4,424,1,1,167000000,24,0
22092376,48,3,698,0,0,15000000,24,1
47345950,33,2,812,1,2,433000000,24,0
12512840,43,2,472,0,1,344000000,24,1
44608052,49,3,502,1,1,117000000,36,0
14145841,51,0,553,0,2,399000000,36,1
19696299,32,2,841,1,1,313000000,24,0
24293094,52,2,505,1,2,95000000,12,0
18851892,38,2,437,1,1,47000000,36,0
35445411,46,2,837,0,2,343000000,36,1
40310514,38,2,814,1,1,56000000,12,0
27764204,42,2,734,1,2,6000000,48,0
7276977,29,4,339,0,0,7000000,12,1
36987505,44,1,782,0,2,304000000,60,0
13971700,29,2,533,1,1,487000000,36,0
43056592,56,1,522,1,1,56000000,24,0
4565831,22,2,743,0,1,207000000,36,1
7426719,40,3,338,1,1,483000000,60,1
15584519,47,1,422,1,2,343000000,60,1
25293394,59,1,398,0,2,494000000,36,1
47609591,54,3,484,0,0,494000000,36,1
21705563,30,4,366,0,1,373000000,48,1
17172820,41,0,430,1,1,359000000,12,1
13082120,52,0,832,1,2,212000000,36,0
19341185,27,1,641,0,1,125000000,12,1
29712877,56,4,571,1,0,312000000,12,1
48512113,58,0,773,0,2,77000000,12,0
15476500,42,2,736,1,0,318000000,36,1
23051488,43,4,626,0,1,289000000,12,1
38480067,28,4,517,1,0,222000000,60,0
31726004,37,4,685,1,2,467000000,12,0
41664093,23,2,372,1,1,26000000,24,0
3975288,58,0,637,0,2,23000000,48,0
17691024,45,0,772,0,0,379000000,12,1
29563405,58,4,828,1,1,266000000,48,0
12225551,45,0,815,1,1,358000000,12,0
47655550,23,0,576,1,0,416000000,48,0
28180888,32,0,800,0,2,433000000,48,1
28802304,21,1,602,1,1,215000000,24,0
37925460,51,3,406,0,1,286000000,12,1
27934767,22,2,847,1,2,386000000,48,0
49635165,55,0,790,1,0,492000000,24,0
5596057,35,0,518,1,2,345000000,60,1
49891421,35,2,727,0,0,210000000,48,1
9557049,28,1,818,1,1,5000000,60,0
40668374,30,4,762,1,2,48000000,24,0
6589974,52,3,619,1,2,164000000,60,1
45322016,38,3,652,1,0,277000000,24,0
43925214,33,0,323,1,2,307000000,12,1
22617905,53,2,519,0,0,181000000,36,1
14508917,54,3,301,1,1,92000000,24,1
42533160,40,3,426,0,2,104000000,12,1
4305068,47,4,640,1,0,8000000,24,0
27800965,53,4,794,1,1,398000000,48,0
22822529,44,0,428,1,0,253000000,36,1
33959512,30,3,724,1,0,372000000,12,0
48517581,54,4,508,1,0,236000000,24,0
12821646,39,2,702,1,0,133000000,36,0
49543395,32,1,598,1,0,138000000,24,0
42281720,49,4,816,0,0,69000000,36,1
23720649,57,3,780,1,1,94000000,24,0
13689268,30,0,730,1,2,470000000,48,0
44328881,26,4,365,0,2,128000000,12,1
29145753,48,0,666,1,2,197000000,24,0
45185763,35,3,488,1,2,110000000,48,0
15854513,23,4,422,1,1,140000000,24,1
22136419,32,3,386,1,2,335000000,60,1
28277992,39,3,596,1,1,99000000,24,0
39856209,36,1,591,1,2,376000000,24,0
35296376,25,1,542,1,1,373000000,24,0
47565779,45,3,452,1,2,391000000,36,1
6927526,32,4,557,1,2,433000000,36,1
11448893,44,2,548,0,2,189000000,36,1
41230351,41,3,616,1,2,96000000,60,0
42732204,38,3,418,0,2,480000000,12,1
24252780,30,2,507,1,0,298000000,60,0
27284844,35,3,482,1,1,309000000,48,0
31954973,46,4,568,1,0,413000000,48,1
43617672,41,2,325,1,2,353000000,12,1
36893213,39,1,849,0,0,209000000,36,1
48598093,50,1,668,1,1,153000000,12,0
47070407,28,2,587,1,0,154000000,60,0
11666777,57,0,479,1,2,63000000,60,0
13823042,44,4,470,0,2,63000000,60,1
5389905,38,0,818,1,2,226000000,48,0
33676863,23,3,341,1,2,450000000,12,1
32457549,42,3,326,0,1,52000000,12,1
11537968,49,0,320,0,0,417000000,48,1
14264264,40,2,847,0,0,451000000,12,1
6109668,58,2,371,1,0,127000000,48,1
39965668,50,1,522,1,2,390000000,12,1
38599913,22,3,825,1,2,258000000,24,0
28318847,46,3,612,0,0,348000000,48,1
8111179,45,4,607,1,2,448000000,60,1
38861404,42,3,342,1,1,472000000,12,1
42503521,58,0,687,1,2,195000000,60,0
20330029,55,4,538,1,1,67000000,36,0
49737517,35,3,599,1,1,69000000,48,0
17626849,56,0,698,0,1,151000000,36,1
41176842,28,0,373,0,2,13000000,36,1
4649383,47,2,602,0,1,269000000,60,1
17271568,49,0,791,1,1,379000000,12,0
5465860,24,3,539,0,2,224000000,60,1
4776305,37,3,621,0,2,261000000,24,1
41520129,22,4,534,0,2,360000000,60,1
36071024,37,1,649,0,1,312000000,48,0
8534048,55,4,527,1,1,186000000,24,1
46430684,56,2,464,1,0,255000000,48,0
28511762,32,3,428,1,2,473000000,36,1
11291514,23,4,321,1,2,299000000,24,1
13974020,50,4,675,1,2,17000000,48,0
14572116,41,0,698,1,2,473000000,36,0
26498529,26,4,348,0,1,350000000,12,1
45447244,47,3,396,0,0,231000000,24,1
14606231,49,2,353,1,0,165000000,60,1
6917342,56,0,592,1,2,186000000,48,0
36754505,52,0,409,1,0,308000000,24,1
5135621,24,1,450,1,2,6000000,48,0
46332763,23,1,454,0,1,451000000,12,1
11100424,24,2,347,1,0,297000000,60,1
30297547,50,0,550,1,0,123000000,36,0
23458462,58,2,777,1,2,438000000,60,0
22176756,46,2,774,1,0,455000000,36,1
5066462,47,2,372,1,0,328000000,48,1
31706676,21,3,375,1,1,349000000,48,1
34066477,45,3,685,0,2,389000000,12,1
5282583,39,0,406,1,1,186000000,48,1
3174811,21,3,814,1,1,385000000,60,1
8642957,35,1,419,1,2,418000000,12,1
5664056,46,3,667,1,1,122000000,24,1
44049433,55,2,359,1,2,245000000,60,0
47394997,25,4,749,0,1,286000000,48,0
19397335,37,0,473,1,2,234000000,24,1
22998619,42,2,737,0,0,118000000,48,1
3866763,45,3,314,0,2,124000000,24,1
43678988,28,2,504,1,1,270000000,48,0
18330393,35,0,597,1,1,337000000,60,0
40590308,38,3,301,0,1,296000000,36,1
39019686,21,0,833,1,0,465000000,12,1
26989507,23,0,319,0,2,202000000,12,1
34678131,22,0,612,1,2,149000000,36,0
12536525,55,0,735,1,2,296000000,24,0
33415436,52,0,658,1,2,317000000,48,0
46337977,42,2,772,0,0,286000000,60,1
39432669,33,3,576,1,1,421000000,48,0
20164285,51,1,406,1,1,20000000,36,0
43449913,54,0,428,1,2,429000000,12,1
11888208,55,4,445,1,0,207000000,36,1
4920831,50,4,746,0,0,264000000,24,1
45588084,46,4,810,1,2,345000000,24,0
11139115,59,2,591,1,1,204000000,24,0
32318947,44,0,773,0,2,477000000,36,1
31725383,49,4,804,1,1,194000000,24,0
4707806,54,1,661,1,2,103000000,24,0
35851197,35,4,697,1,0,39000000,12,0
15883789,34,3,504,1,2,141000000,60,0
36777512,44,4,669,1,1,74000000,12,0
45741417,21,2,498,1,0,425000000,60,0
44423085,44,0,731,1,0,311000000,48,0
15422754,27,1,654,0,0,11000000,12,0
34833806,38,3,320,1,1,322000000,24,1
33699744,24,4,683,0,2,423000000,12,1
9618991,47,3,781,1,0,395000000,12,1
20025506,24,3,316,1,1,443000000,24,1
40058611,35,3,740,1,2,351000000,24,0
34808959,46,1,586,0,1,296000000,24,1
25685324,44,0,681,0,1,37000000,36,0
4827916,25,3,849,1,0,484000000,24,1
36978884,49,0,519,1,2,245000000,36,0
28780005,26,0,543,1,0,413000000,36,1
23615094,58,0,517,0,2,18000000,36,0
34626579,46,2,388,1,1,143000000,24,0
7188851,39,1,700,1,0,464000000,24,1
31257161,29,3,707,0,2,7000000,48,0
30014739,26,4,841,0,1,254000000,12,1
42113443,32,0,756,1,1,104000000,12,0
13142842,59,4,411,0,1,471000000,48,1
31820694,52,2,666,1,1,72000000,48,0
47009393,51,3,564,1,2,304000000,24,0
16144094,58,2,398,0,0,190000000,48,1
48129053,38,0,387,1,2,293000000,36,0
17691235,33,4,645,1,1,228000000,60,0
47082930,21,1,541,1,2,216000000,24,0
8086588,28,0,610,1,1,403000000,24,1
47336439,58,0,411,1,1,344000000,48,0
46068586,56,4,552,1,0,269000000,60,0
3396605,46,2,436,1,0,464000000,12,1
11106954,45,1,527,1,1,202000000,36,0
36468245,28,4,498,1,1,490000000,12,1
43760441,33,4,817,1,2,44000000,12,0
15642233,23,4,318,0,0,244000000,48,1
48372573,22,4,607,0,2,432000000,48,0
45004241,31,1,728,1,1,143000000,48,0
37418428,58,1,475,1,0,164000000,48,0
41637928,38,0,563,0,0,109000000,24,1
15728218,57,0,363,1,1,346000000,36,1
10213499,47,4,749,0,2,131000000,12,1
25548043,39,0,700,1,2,457000000,24,0
14101198,48,3,591,1,1,286000000,12,1
11955216,59,3,478,1,0,57000000,48,0
3802560,26,4,548,0,2,336000000,24,1
19183052,32,4,365,0,2,43000000,60,1
12384171,22,1,826,1,1,468000000,12,0
47320391,41,4,409,1,2,127000000,12,0
49213841,25,2,804,1,2,59000000,24,0
17218985,46,4,343,1,2,206000000,60,0
23264038,26,2,531,1,2,123000000,60,0
15324173,41,0,525,1,0,221000000,48,1
12412812,51,3,452,1,0,119000000,60,0
44952337,26,1,366,1,2,39000000,36,0
9504514,21,3,777,1,1,487000000,36,1
31658541,57,1,362,1,2,379000000,48,0
28156811,26,1,832,1,2,438000000,12,0
42106883,52,1,365,1,2,272000000,48,0
49755875,39,2,600,0,2,204000000,12,1
5655687,39,0,837,1,2,310000000,36,0
24170351,30,4,756,1,2,353000000,48,0
6704187,39,3,617,1,0,85000000,24,1
10556484,37,1,406,1,1,59000000,24,0
13239109,36,1,670,1,1,54000000,36,0
30001903,43,0,318,1,1,421000000,60,1
44280224,35,0,582,1,0,395000000,48,0
8908947,45,4,761,1,1,472000000,36,1
6307408,38,3,465,1,1,405000000,36,1
21630194,31,3,550,0,1,407000000,48,1
38333614,54,3,377,0,0,135000000,24,1
17572271,31,2,322,1,2,206000000,48,1
20974102,21,0,417,1,2,474000000,36,1
35729728,28,0,716,0,2,346000000,36,1
7893864,36,4,567,1,0,476000000,12,1
13349107,59,0,422,1,1,344000000,24,1
9287399,32,0,832,1,2,161000000,48,0
10844286,36,1,432,1,0,437000000,36,1
17945531,22,3,635,1,0,248000000,48,1
9091209,29,3,328,1,1,334000000,36,1
8776902,24,1,757,1,1,23000000,12,0
12402887,34,0,797,1,1,20000000,24,0
42001997,29,2,429,1,1,407000000,24,1
18969841,43,1,675,0,2,484000000,24,1
39746395,34,1,781,0,1,259000000,12,1
20765710,35,3,775,1,2,354000000,24,0
47989653,29,2,537,1,1,269000000,12,0
22387071,28,2,735,1,1,443000000,24,0
14354356,56,3,779,1,1,276000000,12,0
27191548,55,0,469,0,2,339000000,24,1
20145622,51,4,568,1,2,300000000,48,0
7940172,44,3,406,0,1,62000000,12,1
25480425,51,1,487,1,1,389000000,60,1
3855860,54,0,644,1,1,481000000,60,0
